,a_star.npy,dijkstra.npy,bfs.npy
10avg,0.002000709374745687,0.00333331028620402,0.0007499853769938151
10min,0.0009996891021728516,0.002999544143676758,0.0
10max,0.003000974655151367,0.0040013790130615234,0.0010006427764892578
50avg,0.05133485794067383,1.2322509090105693,0.02374972899754842
50min,0.021999597549438477,1.1730008125305176,0.019999980926513672
50max,0.07399868965148926,1.2730004787445068,0.026000022888183594
100avg,0.22699620326360068,19.977166612943012,0.10041636228561401
100min,0.1569995880126953,19.31398916244507,0.08899927139282227
100max,0.30098986625671387,21.029998540878296,0.10600066184997559
